date,depth,temp,sp_cond,do,p_h,chl_a,temp_flag,sp_cond_flag,do_flag,p_h_flag,chl_a_flag
2014-12-22,32,4.13,510,0.67,7.57,,,,,,ND
2014-12-22,33,4.13,510,0.63,7.56,,,,,,ND
2014-12-22,34,4.13,511,0.58,7.55,,,,,,ND
2014-12-22,35,4.13,512,0.55,7.54,,,,,,ND
2014-12-22,36,4.13,514,0.51,7.53,,,,,,ND
2014-12-22,37,4.13,538,0.5,7.5,,,,,,ND
2014-12-22,38,4.13,547.333,0.47,7.483,,,,,,ND
2014-12-22,39,4.13,560.333,0.445,7.463,,,,,,ND
2014-12-22,40,4.13,573.333,0.42,7.443,,,,,,ND
2015-01-26,0.5,2.29,459,10.87,9.01,10.9,,,,,
2015-01-26,1,2.65,471,9.68,8.7,8.3,,,,,
2015-01-26,2,2.82,472,8.89,8.49,7.9,,,,,
2015-01-26,3,2.82,471,8.5,8.38,7.7,,,,,
2015-01-26,4,2.81,470,8.92,8.2,7.5,,,,,
2015-01-26,5,2.81,471,8.54,8.17,6.5,,,,,
2015-01-26,6,2.8,472,8.02,8.16,6,,,,,
2015-01-26,7,2.8,474,7.64,8.14,5.7,,,,,
2015-01-26,8,2.81,474,7.18,8.14,5.8,,,,,
2015-01-26,9,2.81,474,6.83,8.1,5.6,,,,,
2015-01-26,10,2.84,475,6.52,8.07,5.4,,,,,
2015-01-26,11,2.85,475,6.3,8.06,5.4,,,,,
2015-01-26,12,2.87,476,6.06,8.05,5.2,,,,,
2015-01-26,13,2.87,478,5.82,8.03,5.2,,,,,
2015-01-26,14,2.87,478,5.42,8.02,5.2,,,,,
2015-01-26,15,2.87,479,5.33,8.01,5.4,,,,,
2015-01-26,16,2.88,480,5.27,8.01,5.8,,,,,
2015-01-26,17,2.88,480,5.18,8,5.5,,,,,
2015-01-26,18,2.88,481,5.02,8,5.3,,,,,
2015-01-26,19,2.89,481,4.55,7.98,5.2,,,,,
2015-01-26,20,2.93,481,4.49,7.97,5.8,,,,,
2015-01-26,21,3.13,484,3.55,7.96,,,,,,ND
2015-01-26,22,3.33,485,2.19,7.94,,,,,,ND
2015-01-26,23,3.42,488,1.56,7.89,,,,,,ND
2015-01-26,24,3.74,495,1.1,7.85,,,,,,ND
2015-01-26,25,3.97,499,0.88,7.82,,,,,,ND
2015-01-26,26,4.07,503,0.57,7.79,,,,,,ND
2015-01-26,27,4.07,504,0.53,7.78,,,,,,ND
2015-01-26,28,4.08,506,0.48,7.77,,,,,,ND
2015-01-26,29,4.1,507,0.44,7.76,,,,,,ND
2015-01-26,30,4.11,508,0.4,7.74,,,,,,ND
2015-01-26,31,4.1,509,0.38,7.72,,,,,,ND
2015-01-26,32,4.1,510,0.39,7.72,,,,,,ND
2015-01-26,33,4.093,511,0.38,7.707,,,,,,ND
2015-01-26,34,4.088,512,0.375,7.697,,,,,,ND
2015-01-26,35,4.083,513,0.37,7.687,,,,,,ND
2015-01-26,36,4.078,514,0.365,7.677,,,,,,ND
2015-01-26,37,4.073,515,0.36,7.667,,,,,,ND
2015-01-26,38,4.068,516,0.355,7.657,,,,,,ND
2015-01-26,39,4.063,517,0.35,7.647,,,,,,ND
2015-01-26,40,4.058,518,0.345,7.637,,,,,,ND
2015-03-18,0.5,3.95,465,9.19,8.62,2,,,,,
2015-03-18,1,3.92,465,8.96,8.53,1.7,,,,,
2015-03-18,2,3.9,465,8.94,8.48,16.4,,,,,
2015-03-18,3,3.88,465,8.96,8.44,48.5,,,,,
2015-03-18,4,3.81,466,8.94,8.4,42.5,,,,,
2015-03-18,5,3.81,466,8.84,8.38,45.7,,,,,
2015-03-18,6,3.81,466,8.73,8.36,44.2,,,,,
2015-03-18,7,3.8,466,8.69,8.36,42,,,,,
2015-03-18,8,3.68,469,8.46,8.39,37.1,,,,,
2015-03-18,9,3.62,470,8.21,8.4,32.5,,,,,
2015-03-18,10,3.6,470,7.8,8.44,31.5,,,,,
2015-03-18,11,3.61,471,7.45,8.45,31.2,,,,,
2015-03-18,12,3.61,471,7.42,8.44,30.8,,,,,
2015-03-18,13,3.58,472,7.32,8.43,31.5,,,,,
2015-03-18,14,3.5,475,6.86,8.47,25.3,,,,,
2015-03-18,15,3.39,478,6.1,8.52,21.8,,,,,
2015-03-18,16,3.25,481,5.33,8.53,17.3,,,,,
2015-03-18,17,3.23,482,4.82,8.53,12.5,,,,,
2015-03-18,18,3.2,483,4.52,8.52,11.6,,,,,
2015-03-18,19,3.19,484,3.88,8.51,9.9,,,,,
2015-03-18,20,3.18,484,3.79,8.5,8.9,,,,,
2015-03-18,21,3.19,485,3.28,8.51,,,,,,ND
2015-03-18,22,3.24,487,1.98,8.49,,,,,,ND
2015-03-18,23,3.29,489,1.13,8.46,,,,,,ND
2015-03-18,24,3.46,493,0.83,8.43,,,,,,ND
2015-03-18,25,3.62,496,0.63,8.4,,,,,,ND
2015-03-18,26,3.96,504,0.55,8.37,,,,,,ND
2015-03-18,27,4.04,505,0.71,8.35,,,,,,ND
2015-03-18,28,4.06,506,0.59,8.35,,,,,,ND
2015-03-18,29,4.08,507,0.48,8.34,,,,,,ND
2015-03-18,30,4.08,507,0.46,8.33,,,,,,ND
2015-03-18,31,4.08,508,0.43,8.33,,,,,,ND
2015-03-18,32,4.09,510,0.4,8.31,,,,,,ND
2015-03-18,33,4.09,512,0.35,8.29,,,,,,ND
2015-03-18,34,4.09,512,0.33,8.28,,,,,,ND
2015-03-18,35,4.09,514,0.31,8.26,,,,,,ND
2015-03-18,36,4.1,518,0.27,8.23,,,,,,ND
2015-03-18,37,4.11,520,0.26,8.21,,,,,,ND
2015-03-18,38,4.11,521,0.26,8.2,,,,,,ND
2015-03-18,39,4.11,522,0.25,8.18,,,,,,ND
2015-03-18,40,4.11,522,0.24,8.18,,,,,,ND
2015-04-27,0.5,11.99,475,13.26,7.67,17.8,,,,,
2015-04-27,1,11.8,472,14.32,7.62,23,,,,,
2015-04-27,2,10.68,473,14.09,7.64,34.3,,,,,
2015-04-27,3,8.97,475,14.4,7.65,42.2,,,,,
2015-04-27,4,8.45,475,13.29,7.66,29.7,,,,,
2015-04-27,5,8.19,473,12.64,7.65,25.9,,,,,
2015-04-27,6,7.97,471,12.24,7.64,25.2,,,,,
2015-04-27,7,7.77,470,11.61,7.63,25.9,,,,,
2015-04-27,8,7.53,469,11.12,7.63,22,,,,,
2015-04-27,9,7.24,468,10.92,7.62,25.9,,,,,
2015-04-27,10,7.07,468,10.62,7.61,23.6,,,,,
2015-04-27,11,6.89,469,10.39,7.62,19.9,,,,,
2015-04-27,12,6.68,469,10.06,7.6,18.5,,,,,
2015-04-27,13,6.55,469,9.89,7.58,18.2,,,,,
2015-04-27,14,6.21,470,9.4,7.57,16.7,,,,,
2015-04-27,15,5.83,471,8.88,7.55,14.1,,,,,
2015-04-27,16,5.58,472,8.13,7.55,12.1,,,,,
2015-04-27,17,5.32,473,7.82,7.55,12.3,,,,,
2015-04-27,18,5.15,474,7.62,7.54,10.2,,,,,
2015-04-27,19,4.98,475,7.28,7.52,10.1,,,,,
2015-04-27,20,4.92,476,6.23,7.54,8.667,,,,,
2015-04-27,21,4.74,479,4.57,7.52,,,,,,ND
2015-04-27,22,4.71,480,3.87,7.5,,,,,,ND
2015-04-27,23,4.61,483,1.81,7.47,,,,,,ND
2015-04-27,24,4.49,489,1.26,7.44,,,,,,ND
2015-04-27,25,4.43,492,0.96,7.43,,,,,,ND
2015-04-27,26,4.41,494,0.81,7.42,,,,,,ND
2015-04-27,27,4.39,495,0.7,7.41,,,,,,ND
2015-04-27,28,4.36,497,0.61,7.41,,,,,,ND
2015-04-27,29,4.32,500,0.51,7.4,,,,,,ND
2015-04-27,30,4.3,501,0.45,7.4,,,,,,ND
2015-04-27,31,4.28,503,0.44,7.39,,,,,,ND
2015-04-27,32,4.23,509,0.41,7.37,,,,,,ND
2015-04-27,33,4.18,514,0.41,7.35,,,,,,ND
2015-04-27,34,4.15,517,0.38,7.31,,,,,,ND
2015-04-27,35,4.14,520,0.36,7.28,,,,,,ND
2015-04-27,36,4.12,533,0.32,7.18,,,,,,ND
2015-04-27,37,4.107,539.333,0.293,7.127,,,,,,ND
2015-04-27,38,4.092,547.333,0.263,7.062,,,,,,ND
2015-04-27,39,4.077,555.333,0.233,6.997,,,,,,ND
2015-04-27,40,4.062,563.333,0.203,6.932,,,,,,ND
2015-05-27,0.5,16.68,427,10.92,8.58,18.1,,,,,
2015-05-27,1,16.67,429,11.16,8.52,31.3,,,,,
2015-05-27,2,16.65,429,11.16,8.5,31.3,,,,,
2015-05-27,3,14.97,438,11.22,8.5,30.3,,,,,
2015-05-27,4,12.84,451,7.57,8.3,23.6,,,,,
2015-05-27,5,9.72,482,5.19,8.26,17.6,,,,,
2015-05-27,6,8.3,485,5.97,8.14,11.7,,,,,
2015-05-27,7,7.63,486,5.89,8.12,9,,,,,
2015-05-27,8,7.3,485,5.37,8.09,7.5,,,,,
2015-05-27,9,7.09,486,5.11,8.06,7.7,,,,,
2015-05-27,10,6.85,486,4.86,8.05,7.2,,,,,
2015-05-27,11,6.69,485,4.58,8.04,6.4,,,,,
2015-05-27,12,6.52,486,4.34,7.99,6.6,,,,,
2015-05-27,13,6.36,486,3.93,7.95,6.1,,,,,
2015-05-27,14,6.19,486,3.69,7.92,6,,,,,
2015-05-27,15,6.1,487,3.66,7.88,6,,,,,
2015-05-27,16,5.77,487,3.47,7.85,6.2,,,,,
2015-05-27,17,5.56,487,3.11,7.75,6,,,,,
2015-05-27,18,5.36,488,3.04,7.69,5.9,,,,,
2015-05-27,19,5.06,490,2.22,7.5,6.2,,,,,
2015-05-27,20,4.93,492,1.52,7.44,6.1,,,,,
2015-05-27,21,4.8,496,1.07,7.38,,,,,,ND
2015-05-27,22,4.71,499,0.89,7.36,,,,,,ND
2015-05-27,23,4.67,501,0.75,7.34,,,,,,ND
2015-05-27,24,4.6,503,0.63,7.33,,,,,,ND
2015-05-27,25,4.52,508,0.54,7.32,,,,,,ND
2015-05-27,26,4.5,509,0.52,7.32,,,,,,ND
2015-05-27,27,4.48,510,0.45,7.29,,,,,,ND
2015-05-27,28,4.48,510,0.39,7.28,,,,,,ND
2015-05-27,29,4.46,511,0.36,7.27,,,,,,ND
2015-05-27,30,4.41,513,0.33,7.24,,,,,,ND
2015-05-27,31,4.38,517,0.26,7.2,,,,,,ND
2015-05-27,32,4.36,518,0.29,7.15,,,,,,ND
2015-05-27,33,4.35,518,0.27,7.13,,,,,,ND
2015-05-27,34,4.36,518,0.57,7.14,,,,,,ND
2015-05-27,35,4.35,519,0.47,7.16,,,,,,ND
2015-05-27,36,4.34,519,0.3,7.16,,,,,,ND
2015-05-27,37,4.34,518,0.25,7.18,,,,,,ND
2015-05-27,38,4.333,517.667,0.12,7.187,,,,,,ND
2015-05-27,39,4.328,517.167,0.01,7.197,,,,,,ND
2015-05-27,40,4.323,516.667,0,7.207,,,,,,ND
2015-06-24,0.5,21.162,400.3,10.135,8.462,19.3,,,,,
2015-06-24,1,20.593,402.15,10.09,8.418,19.3,,,,,
2015-06-24,2,18.69,396.2,11.665,8.468,18.4,,,,,
2015-06-24,3,17.218,403.9,10.775,8.447,18.8,,,,,
2015-06-24,4,15.364,418.5,6.525,8.202,17.3,,,,,
2015-06-24,5,11.64,462.35,2.89,8.054,14.5,,,,,
2015-06-24,6,8.158,465.75,3.07,7.986,7.3,,,,,
2015-06-24,7,7.892,466.55,3,7.95,7.4,,,,,
2015-06-24,8,7.37,465.95,2.705,7.914,6.8,,,,,
2015-06-24,9,7.107,467.35,2.565,7.89,6.1,,,,,
2015-06-24,10,6.826,467.25,2.43,7.86,6.1,,,,,
2015-06-24,11,6.645,467.35,2.29,7.846,5.9,,,,,
2015-06-24,12,6.466,468.4,2.17,7.808,5.7,,,,,
2015-06-24,13,6.326,468.75,1.965,7.771,5.8,,,,,
2015-06-24,14,6.168,469.1,1.845,7.748,5.4,,,,,
2015-06-24,15,6.06,470.25,1.83,7.719,5.5,,,,,
2015-06-24,16,5.854,470.4,1.735,7.704,5.6,,,,,
2015-06-24,17,5.633,471.25,1.555,7.646,5.6,,,,,
2015-06-24,18,5.447,472.85,1.52,7.607,5.3,,,,,
2015-06-24,19,5.263,474.1,1.11,7.512,5.8,,,,,
2015-06-24,20,5.133,476,0.76,7.478,5.8,,,,,
2015-06-24,21,4.93,480.85,0.535,7.439,,,,,,ND
2015-06-24,22,4.802,484.7,0.445,7.416,,,,,,ND
2015-06-24,23,4.729,487.35,0.375,7.398,,,,,,ND
2015-06-24,24,4.65,489.55,0.315,7.384,,,,,,ND
2015-06-24,25,4.602,492.3,0.27,7.375,,,,,,ND
2015-06-24,26,4.58,493.3,0.26,7.371,,,,,,ND
2015-06-24,27,4.565,494,0.225,7.356,,,,,,ND
2015-06-24,28,4.56,494.1,0.195,7.347,,,,,,ND
2015-06-24,29,4.546,495,0.18,7.337,,,,,,ND
2015-06-24,30,4.518,496.05,0.165,7.322,,,,,,ND
2015-06-24,31,4.502,498.15,0.13,7.298,,,,,,ND
2015-06-24,32,4.489,498.75,0.145,7.273,,,,,,ND
2015-06-24,33,4.484,498.85,0.135,7.263,,,,,,ND
2015-06-24,34,4.488,499.65,0.285,7.259,,,,,,ND
2015-06-24,35,4.483,500.483,0.235,7.267,,,,,,ND
2015-06-24,36,4.478,500.933,0.15,7.262,,,,,,ND
2015-06-24,37,4.477,500.883,0.125,7.268,,,,,,ND
2015-06-24,38,4.473,501.167,0.06,7.267,,,,,,ND
2015-06-24,39,4.47,501.367,0.005,7.268,,,,,,ND
2015-06-24,40,4.467,501.567,0,7.269,,,,,,ND
2015-08-07,0.5,25.643,373.6,9.35,8.343,8.42,,,,,
2015-08-07,1,24.516,375.3,9.02,8.317,12.7,,,,,
2015-08-07,2,20.73,363.4,12.17,8.437,26.06,,,,,
2015-08-07,3,19.467,369.8,10.33,8.394,44.16,,,,,
2015-08-07,4,17.887,386,5.48,8.104,14.47,,,,,
2015-08-07,5,13.559,442.7,0.59,7.848,16.57,,,,,
2015-08-07,6,8.016,446.5,0.17,7.831,8.18,,,,,
2015-08-07,7,8.155,447.1,0.11,7.78,8.51,,,,,
2015-08-07,8,7.441,446.9,0.04,7.737,7.11,,,,,
2015-08-07,9,7.124,448.7,0.02,7.72,6.48,,,,,
2015-08-07,10,6.803,448.5,0,7.669,6.59,,,,,
2015-08-07,11,6.6,449.7,0,7.652,5.91,,,,,
2015-08-07,12,6.413,450.8,0,7.626,5.67,,,,,
2015-08-07,13,6.291,451.5,0,7.592,5.63,,,,,
2015-08-07,14,6.146,452.2,0,7.575,5.55,,,,,
2015-08-07,15,6.02,453.5,0,7.558,5.72,,,,,
2015-08-07,16,5.939,453.8,0,7.558,5.69,,,,,
2015-08-07,17,5.705,455.5,0,7.541,5.62,,,,,
2015-08-07,18,5.533,457.7,0,7.524,6.07,,,,,
2015-08-07,19,5.466,458.2,0,7.524,5.92,,,,,
2015-08-07,20,5.337,460,0,7.515,6.01,,,,,
2015-08-07,21,5.059,465.7,0,7.498,6.43,,,,,
2015-08-07,22,4.894,470.4,0,7.473,7.02,,,,,
2015-08-07,23,4.789,473.7,0,7.456,7.22,,,,,
2015-08-07,24,4.701,476.1,0,7.439,7.54,,,,,
2015-08-07,25,4.684,476.6,0,7.43,7.27,,,,,
2015-08-07,26,4.66,477.6,0,7.422,7.66,,,,,
2015-08-07,27,4.65,478,0,7.422,7.42,,,,,
2015-08-07,28,4.64,478.2,0,7.413,7.34,,,,,
2015-08-07,29,4.632,479,0,7.404,7.38,,,,,
2015-08-07,30,4.626,479.1,0,7.404,7.42,,,,,
2015-08-07,31,4.624,479.3,0,7.396,7.54,,,,,
2015-08-07,32,4.619,479.5,0,7.396,7.33,,,,,
2015-08-07,33,4.619,479.7,0,7.396,7.55,,,,,
2015-08-07,34,4.617,481.3,0,7.379,7.483,,,,,
2015-08-07,35,4.616,481.967,0,7.373,7.488,,,,,
2015-08-07,36,4.615,482.867,0,7.365,7.493,,,,,
2015-08-07,37,4.614,483.767,0,7.356,7.498,,,,,
2015-08-07,38,4.613,484.667,0,7.348,7.503,,,,,
2015-08-07,39,4.612,485.567,0,7.339,7.508,,,,,
2015-08-07,40,4.611,486.467,0,7.331,7.513,,,,,
2015-09-09,0.5,18.399,386.3,8.95,8.404,13.87,,,,,
2015-09-09,1,18.384,385.1,8.95,8.361,14.18,,,,,
2015-09-09,2,17.987,383.1,8.74,8.361,16.33,,,,,
2015-09-09,3,17.779,382.1,8.58,8.344,16.23,,,,,
2015-09-09,4,17.597,384.3,7.68,8.275,16.16,,,,,
2015-09-09,5,15.016,440,0.57,7.941,16.93,,,,,
2015-09-09,6,10.481,463.6,0.21,7.906,10.96,,,,,
2015-09-09,7,8.266,458.7,0.01,7.752,8.55,,,,,
2015-09-09,8,7.271,458.1,0,7.726,6.07,,,,,
2015-09-09,9,6.885,458.4,0,7.666,5.59,,,,,
2015-09-09,10,6.683,459,0,7.649,5.78,,,,,
2015-09-09,11,6.584,459.5,0,7.64,5.9,,,,,
2015-09-09,12,6.481,460.3,0,7.632,5.81,,,,,
2015-09-09,13,6.385,461.4,0,7.615,5.72,,,,,
2015-09-09,14,6.254,461.8,0,7.598,5.66,,,,,
2015-09-09,15,6.107,462.4,0,7.589,5.9,,,,,
2015-09-09,16,5.954,464.8,0,7.563,5.79,,,,,
2015-09-09,17,5.759,467,0,7.555,5.77,,,,,
2015-09-09,18,5.334,472.5,0,7.538,6.88,,,,,
2015-09-09,19,5.239,474.1,0,7.52,6.86,,,,,
2015-09-09,20,5.123,476,0,7.512,7.04,,,,,
2015-09-09,21,5.082,476.7,0,7.503,6.92,,,,,
2015-09-09,22,5.002,478.6,0,7.495,7.13,,,,,
2015-09-09,23,4.872,481.4,0,7.486,7.1,,,,,
2015-09-09,24,4.791,483.4,0,7.469,7.3,,,,,
2015-09-09,25,4.769,484.2,0,7.46,7.68,,,,,
2015-09-09,26,4.754,484.6,0,7.46,7.62,,,,,
2015-09-09,27,4.738,485.1,0,7.452,7.32,,,,,
2015-09-09,28,4.718,485.6,0,7.435,7.38,,,,,
2015-09-09,29,4.711,485.6,0,7.426,7.25,,,,,
2015-09-09,30,4.707,486,0,7.426,7.2,,,,,
2015-09-09,31,4.706,486.1,0,7.418,7.51,,,,,
2015-09-09,32,4.704,486.1,0,7.418,7.6,,,,,
2015-09-09,33,4.699,486.3,0,7.418,7.34,,,,,
2015-09-09,34,4.692,489.5,0,7.375,2.29,,,,,
2015-09-09,35,4.686,490.7,0,7.361,0.433,,,,,
2015-09-09,36,4.68,492.4,0,7.339,0,,,,,
2015-09-09,37,4.674,494.1,0,7.318,0,,,,,
2015-09-09,38,4.668,495.8,0,7.296,0,,,,,
2015-09-09,39,4.662,497.5,0,7.275,0,,,,,
2015-09-09,40,4.656,499.2,0,7.253,0,,,,,
2015-11-15,0.5,7.33,421.5,7.87,8.028,16.2,,,,,
2015-11-15,1,7.335,422.1,7.73,7.988,17.85,,,,,
2015-11-15,2,7.319,422.8,7.67,7.98,17.82,,,,,
2015-11-15,3,7.327,423,7.64,7.956,17.12,,,,,
2015-11-15,4,7.317,423.3,7.62,7.948,17.61,,,,,
2015-11-15,5,7.316,423.4,7.61,7.948,18.31,,,,,
2015-11-15,6,7.315,423.6,7.59,7.932,16.55,,,,,
2015-11-15,7,7.315,423.7,7.57,7.94,17.67,,,,,
2015-11-15,8,7.315,423.7,7.55,7.924,16.83,,,,,
2015-11-15,9,7.314,423.8,7.52,7.932,17.4,,,,,
2015-11-15,10,7.312,423.9,7.47,7.916,17.3,,,,,
2015-11-15,11,7.308,424.1,7.43,7.916,19.65,,,,,
2015-11-15,12,7.302,424.3,7.29,7.908,18.1,,,,,
2015-11-15,13,7.292,425.1,7.06,7.892,16.08,,,,,
2015-11-15,14,7.287,425.4,6.94,7.884,13.39,,,,,
2015-11-15,15,6.949,436.4,2.47,7.773,8.71,,,,,
2015-11-15,16,5.952,465.4,0.75,7.685,6.84,,,,,
2015-11-15,17,5.67,468.5,0.27,7.645,6.9,,,,,
2015-11-15,18,5.509,470.5,0.18,7.637,7.01,,,,,
2015-11-15,19,5.303,474,0.02,7.581,7.03,,,,,
2015-11-15,20,5.173,476.3,0,7.573,7.56,,,,,
2015-11-15,21,5.097,477.5,0,7.565,7.23,,,,,
2015-11-15,22,5.006,478.9,0,7.549,7.49,,,,,
2015-11-15,23,4.934,480.3,0,7.541,7.17,,,,,
2015-11-15,24,4.902,480.8,0,7.541,7.32,,,,,
2015-11-15,25,4.846,482,0,7.525,7.27,,,,,
2015-11-15,26,4.808,482.7,0,7.517,7.57,,,,,
2015-11-15,27,4.792,483.5,0,7.509,7.39,,,,,
2015-11-15,28,4.759,485.1,0,7.501,7.51,,,,,
2015-11-15,29,4.748,486.1,0,7.485,7.75,,,,,
2015-11-15,30,4.747,486.4,0,7.485,7.41,,,,,
2015-11-15,31,4.743,486.9,0,7.477,7.65,,,,,
2015-11-15,32,4.742,487.3,0,7.477,7.7,,,,,
2015-11-15,33,4.736,488.3,0,7.461,7.81,,,,,
2015-11-15,34,4.735,488.5,0,7.453,7.96,,,,,
2015-11-15,35,4.734,488.6,0,7.453,7.73,,,,,
2015-11-15,36,4.733,488.767,0,7.448,7.753,,,,,
2015-11-15,37,4.732,488.917,0,7.444,7.713,,,,,
2015-11-15,38,4.731,489.067,0,7.44,7.673,,,,,
2015-11-15,39,4.73,489.217,0,7.436,7.633,,,,,
2015-11-15,40,4.729,489.367,0,7.432,7.593,,,,,
2015-12-21,0.5,4.377,441,8.26,8.114,10.79,,,,,
2015-12-21,1,4.355,439.9,7.87,7.973,10.93,,,,,
2015-12-21,2,4.34,439.9,7.84,7.957,10.85,,,,,
2015-12-21,3,4.331,440.1,7.7,7.934,10.26,,,,,
2015-12-21,4,4.33,440.1,7.69,7.926,10.23,,,,,
2015-12-21,5,4.319,440.1,7.65,7.918,10.29,,,,,
2015-12-21,6,4.313,440.1,7.6,7.91,11.13,,,,,
2015-12-21,7,4.269,440.4,7.5,7.894,9.43,,,,,
2015-12-21,8,4.251,440.9,7.3,7.886,8.97,,,,,
2015-12-21,9,4.21,440.8,7.21,7.879,8.07,,,,,
2015-12-21,10,4.199,440.9,7.09,7.855,8.01,,,,,
2015-12-21,11,4.182,440.8,7.05,7.855,7.72,,,,,
2015-12-21,12,4.18,440.8,7,7.847,7.41,,,,,
2015-12-21,13,4.183,440.9,6.98,7.839,7.64,,,,,
2015-12-21,14,4.18,441,6.97,7.839,7.49,,,,,
2015-12-21,15,4.168,441.1,6.92,7.831,7.76,,,,,
2015-12-21,16,4.155,441.1,6.89,7.824,7.94,,,,,
2015-12-21,17,4.156,441.1,6.87,7.824,7.67,,,,,
2015-12-21,18,4.168,441.5,6.82,7.816,7.21,,,,,
2015-12-21,19,4.137,441.5,6.79,7.816,7.71,,,,,
2015-12-21,20,4.125,441.5,6.76,7.808,7,,,,,
2015-12-21,21,4.125,441.5,6.73,7.808,7.29,,,,,
2015-12-21,22,4.125,441.7,6.7,7.8,7.25,,,,,
2015-12-21,23,4.161,442.2,6.7,7.8,7.37,,,,,
2015-12-21,24,4.166,442.4,6.7,7.8,7.48,,,,,
2015-12-21,25,4.169,442.7,6.61,7.792,7.21,,,,,
2015-12-21,26,4.155,443,6.47,7.784,7.16,,,,,
2015-12-21,27,4.147,443.1,6.29,7.784,7.31,,,,,
2015-12-21,28,4.146,443.2,6.24,7.776,7.03,,,,,
2015-12-21,29,4.15,443.4,6.22,7.776,7.52,,,,,
2015-12-21,30,4.152,443.5,6.21,7.769,7.12,,,,,
2015-12-21,31,4.156,443.6,6.15,7.769,7.19,,,,,
2015-12-21,32,4.164,443.7,6.07,7.761,7.14,,,,,
2015-12-21,33,4.166,443.9,6.07,7.761,7.17,,,,,
2015-12-21,34,4.172,444.033,6.017,7.756,7.18,,,,,
2015-12-21,35,4.177,444.183,5.977,7.752,7.19,,,,,
2015-12-21,36,4.182,444.333,5.937,7.748,7.2,,,,,
2015-12-21,37,4.187,444.483,5.897,7.744,7.21,,,,,
2015-12-21,38,4.192,444.633,5.857,7.74,7.22,,,,,
2015-12-21,39,4.197,444.783,5.817,7.736,7.23,,,,,
2015-12-21,40,4.202,444.933,5.777,7.732,7.24,,,,,
2016-03-14,0.5,3.619,423.7,9.76,7.871,33.44,,,,,
2016-03-14,1,3.617,434.5,8.92,7.848,34.51,,,,,
2016-03-14,2,3.613,438.4,8.8,7.856,33.63,,,,,
2016-03-14,3,3.615,440.3,8.74,7.856,36.17,,,,,
2016-03-14,4,3.615,441.2,8.66,7.84,32.11,,,,,
2016-03-14,5,3.61,441.9,8.62,7.848,36.29,,,,,
2016-03-14,6,3.61,443.1,8.55,7.833,32.32,,,,,
2016-03-14,7,3.612,443.5,8.53,7.848,32.41,,,,,
2016-03-14,8,3.601,445.1,8.42,7.84,40.02,,,,,
2016-03-14,9,3.602,445.1,8.43,7.84,38.43,,,,,
2016-03-14,10,3.613,445.3,8.44,7.833,34.04,,,,,
2016-03-14,11,3.612,445.5,8.44,7.84,35.11,,,,,
2016-03-14,12,3.611,445.9,8.42,7.833,33.66,,,,,
2016-03-14,13,3.599,446.8,8.34,7.833,32.27,,,,,
2016-03-14,14,3.609,447,8.25,7.833,37.88,,,,,
2016-03-14,15,3.609,448.6,7.87,7.825,34.84,,,,,
2016-03-14,16,3.506,456.6,6.18,7.803,22.4,,,,,
2016-03-14,17,3.367,466.2,3.7,7.772,8.81,,,,,
2016-03-14,18,3.325,469.1,3.34,7.765,5.93,,,,,
2016-03-14,19,3.325,469.6,3,7.75,6.22,,,,,
2016-03-14,20,3.32,470,2.95,7.757,6.2,,,,,
2016-03-14,21,3.317,470.1,2.75,7.75,5.91,,,,,
2016-03-14,22,3.323,470.6,2.52,7.742,5.8,,,,,
2016-03-14,23,3.324,470.6,2.4,7.734,5.95,,,,,
2016-03-14,24,3.325,470.9,2.35,7.734,6.01,,,,,
2016-03-14,25,3.334,471.2,2.25,7.734,5.87,,,,,
2016-03-14,26,3.338,471.7,2.1,7.727,5.96,,,,,
2016-03-14,27,3.34,471.8,2.01,7.727,5.89,,,,,
2016-03-14,28,3.346,471.9,1.91,7.727,5.77,,,,,
2016-03-14,29,3.346,472.2,1.8,7.719,6.1,,,,,
2016-03-14,30,3.36,472.5,1.62,7.712,6.1,,,,,
2016-03-14,31,3.407,473.2,0.72,7.704,5.95,,,,,
2016-03-14,32,3.422,473.6,0.52,7.697,5.68,,,,,
2016-03-14,33,3.436,474.1,0.27,7.697,5.94,,,,,
2016-03-14,34,3.441,474.2,0.17,7.697,5.847,,,,,
2016-03-14,35,3.442,474.3,0.08,7.697,5.842,,,,,
2016-03-14,36,3.446,474.4,0,7.697,5.837,,,,,
2016-03-14,37,3.449,474.5,0,7.697,5.832,,,,,
2016-03-14,38,3.452,474.6,0,7.697,5.827,,,,,
2016-03-14,39,3.455,474.7,0,7.697,5.822,,,,,
2016-03-14,40,3.458,474.8,0,7.697,5.817,,,,,
2016-04-15,0.5,10.094,425.1,14.64,7.939,80.56,,,,,
2016-04-15,1,9.542,426,15.33,8.04,93.74,,,,,
2016-04-15,2,9.406,426.7,15.48,8.09,116.95,,,,,
2016-04-15,3,8.079,434.4,13.72,8.09,117.76,,,,,
2016-04-15,4,7.542,439.7,12.72,8.083,69.17,,,,,
2016-04-15,5,6.562,442.2,10.99,8.04,37.8,,,,,
2016-04-15,6,6.03,442.9,9.67,7.975,21.59,,,,,
2016-04-15,7,5.315,445.6,8.01,7.838,17.99,,,,,
2016-04-15,8,5.03,446.1,7.88,7.838,13.29,,,,,
2016-04-15,9,4.829,447.3,7.59,7.838,11.21,,,,,
