day,temp_01,temp_10,temp_20,temp_30,temp_40
2013-06-01,18.69,3.85,3.46,3.43,3.46
2013-06-02,18.97,3.84,3.46,3.43,3.47
2013-06-03,19.93,3.85,3.48,3.43,3.46
2013-06-04,20.26,3.86,3.47,3.43,3.46
2013-06-05,20.03,3.86,3.47,3.43,3.46
2013-06-06,20.01,3.85,3.47,3.43,3.46
2013-06-07,20.16,3.88,3.48,3.43,3.46
2013-06-08,20.39,3.91,3.46,3.43,3.46
2013-06-09,20.73,3.93,3.47,3.43,3.46
2013-06-10,20.71,3.95,3.49,3.43,3.46
2013-06-11,20.32,3.98,3.47,3.44,3.46
2013-06-12,20.3,3.96,3.47,3.43,3.46
2013-06-13,20.47,3.87,3.48,3.45,3.46
2013-06-14,20.94,3.85,3.48,3.45,3.46
2013-06-15,21.1,3.88,3.49,3.45,3.46
2013-06-16,21.36,3.88,3.49,3.45,3.46
2013-06-17,21.79,3.87,3.48,3.45,3.47
2013-06-18,21.35,3.9,3.49,3.46,3.47
2013-06-19,21.32,3.96,3.49,3.46,3.46
2013-06-20,21.49,3.96,3.49,3.46,3.47
2013-06-21,22.23,3.96,3.49,3.46,3.48
2013-06-22,23.42,3.96,3.5,3.46,3.47
2013-06-23,23.61,3.96,3.5,3.46,3.48
2013-06-24,23.8,3.96,3.5,3.46,3.48
2013-06-25,23.39,3.96,3.5,3.46,3.48
2013-06-26,22.89,3.96,3.5,3.46,3.48
2013-06-27,21.85,3.95,3.51,3.46,3.48
2013-06-28,21.1,3.96,3.5,3.46,3.48
2013-06-29,20.45,3.97,3.5,3.46,3.48
2013-06-30,20.68,3.96,3.51,3.46,3.48
2013-07-01,20.2,3.92,3.52,3.46,3.48
2013-07-02,20.14,3.91,3.52,3.46,3.48
2013-07-03,20.23,3.95,3.52,3.46,3.48
2013-07-04,20.49,3.97,3.52,3.46,3.48
2013-07-05,20.91,4.01,3.53,3.46,3.48
2013-07-06,21.58,3.99,3.52,3.46,3.48
2013-07-07,22.51,4.01,3.52,3.46,3.48
2013-07-08,22.84,4.05,3.52,3.46,3.48
2013-07-09,23.13,4.01,3.52,3.46,3.48
2013-07-10,23.1,4.07,3.52,3.46,3.48
2013-07-11,23.09,4.07,3.52,3.46,3.48
2013-07-12,22.93,4.08,3.52,3.46,3.48
2013-07-13,22.27,4.05,3.52,3.46,3.48
2013-07-14,22.03,4.09,3.52,3.46,3.48
2013-07-15,21.53,4.09,3.52,3.47,3.48
2013-07-16,20.88,4.09,3.52,3.47,3.48
2013-07-17,20.81,4.1,3.52,3.47,3.48
2013-07-18,21.21,4.11,3.52,3.47,3.48
2013-07-19,21.11,4.08,3.52,3.48,3.48
2013-07-20,20.42,4.07,3.52,3.48,3.48
2013-07-21,20.06,4.05,3.52,3.48,3.48
2013-07-22,19.7,4.1,3.53,3.48,3.48
2013-07-23,18.89,4.11,3.52,3.48,3.48
2013-07-24,18.47,4.07,3.52,3.48,3.48
2013-07-25,18.49,4.07,3.52,3.48,3.49
2013-07-26,18.47,4.07,3.52,3.48,3.49
2013-07-27,18.8,4.06,3.54,3.48,3.49
2013-07-28,19.13,4.03,3.54,3.48,3.49
2013-07-29,19.44,4.04,3.52,3.48,3.5
2013-07-30,20.93,4.04,3.52,3.48,3.5
2013-07-31,21.94,4.04,3.56,3.48,3.51
2013-08-01,22.24,4.06,3.56,3.48,3.51
2013-08-02,22.13,4.1,3.56,3.48,3.5
2013-08-03,21.87,4.11,3.57,3.48,3.51
2013-08-04,22.38,4.12,3.53,3.48,3.51
2013-08-05,22.71,4.13,3.54,3.48,3.51
2013-08-06,22.9,4.12,3.55,3.48,3.51
2013-08-07,23.24,4.11,3.54,3.48,3.51
2013-08-08,23.89,4.14,3.55,3.48,3.51
2013-08-09,24.42,4.13,3.56,3.48,3.51
2013-08-10,23.2,4.18,3.55,3.48,3.51
2013-08-11,22.31,4.19,3.56,3.48,3.51
2013-08-12,22.07,4.18,3.57,3.48,3.51
2013-08-13,21.5,4.16,3.57,3.48,3.51
2013-08-14,20.54,4.17,3.57,3.48,3.51
2013-08-15,19.78,4.13,3.57,3.48,3.51
2013-08-16,19.56,4.12,3.57,3.48,3.51
2013-08-17,19.88,4.15,3.57,3.48,3.51
2013-08-18,20.23,4.17,3.57,3.48,3.51
2013-08-19,20.56,4.16,3.58,3.48,3.51
2013-08-20,20.91,4.2,3.57,3.48,3.51
2013-08-21,21.21,4.28,3.58,3.49,3.51
2013-08-22,20.62,4.27,3.58,3.5,3.51
2013-08-23,20.18,4.21,3.57,3.51,3.51
2013-08-24,20.07,4.2,3.57,3.5,3.51
2013-08-25,19.74,4.23,3.57,3.51,3.51
2013-08-26,19.49,4.24,3.57,3.51,3.51
2013-08-27,19.45,4.25,3.57,3.51,3.51
2013-08-28,19.34,4.22,3.57,3.51,3.51
2013-08-29,19.22,4.28,3.58,3.51,3.51
2013-08-30,19.48,4.28,3.58,3.51,3.51
2013-08-31,19.31,4.28,3.59,3.51,3.51
2013-09-01,19.08,4.3,3.57,3.51,3.51
2013-09-02,17.97,4.27,3.57,3.51,3.51
2013-09-03,17.06,4.26,3.57,3.51,3.51
2013-09-04,16.96,4.25,3.57,3.51,3.51
2013-09-05,17.14,4.26,3.59,3.51,3.52
2013-09-06,17.34,4.24,3.58,3.51,3.51
2013-09-07,17.35,4.2,3.58,3.51,3.52
2013-09-08,17.17,4.25,3.6,3.51,3.53
2013-09-09,17.34,4.3,3.57,3.51,3.53
2013-09-10,17.16,4.32,3.58,3.51,3.53
2013-09-11,17.09,4.35,3.57,3.51,3.53
2013-09-12,17.09,4.33,3.58,3.51,3.52
2013-09-13,16.8,4.3,3.6,3.51,3.53
2013-09-14,16.61,4.25,3.59,3.51,3.53
2013-09-15,16.53,4.31,3.58,3.51,3.53
2013-09-16,16.41,4.34,3.58,3.51,3.53
2013-09-17,16.28,4.42,3.59,3.51,3.53
2013-09-18,16.09,4.37,3.6,3.51,3.53
2013-09-19,15.82,4.37,3.6,3.51,3.53
2013-09-20,15.41,4.37,3.62,3.51,3.53
2013-09-21,15.14,4.38,3.61,3.51,3.53
2013-09-22,14.81,4.36,3.58,3.51,3.53
2013-09-23,14.5,4.31,3.59,3.51,3.53
2013-09-24,14.1,4.37,3.6,3.51,3.53
2013-09-25,13.68,4.39,3.59,3.52,3.53
2013-09-26,13.24,4.36,3.59,3.52,3.53
2013-09-27,12.76,4.32,3.61,3.53,3.53
2013-09-28,12.41,4.34,3.63,3.53,3.53
2013-09-29,12.24,4.38,3.61,3.53,3.53
2013-09-30,11.96,4.4,3.6,3.53,3.53
2013-10-01,11.67,4.41,3.6,3.53,3.53
2013-10-02,11.31,4.44,3.6,3.53,3.53
2013-10-03,11.05,4.44,3.6,3.53,3.53
2013-10-04,10.7,4.45,3.61,3.53,3.53
2013-10-05,10.4,4.43,3.61,3.53,3.53
2013-10-06,10.34,4.44,3.62,3.53,3.53
2013-10-07,10.5,4.48,3.61,3.53,3.53
2013-10-08,10.7,4.5,3.64,3.53,3.53
2013-10-09,11.01,4.5,3.65,3.53,3.53
2013-10-10,11.18,4.47,3.65,3.53,3.53
2013-10-11,11.23,4.47,3.65,3.53,3.53
2013-10-12,11.2,4.54,3.65,3.53,3.53
2013-10-13,10.82,4.58,3.64,3.53,3.53
2013-10-14,10.81,4.62,3.63,3.53,3.53
2013-10-15,10.82,4.62,3.61,3.53,3.53
2013-10-16,10.66,4.6,3.62,3.53,3.53
2013-10-17,10.45,4.61,3.61,3.53,3.53
2013-10-18,10.25,4.59,3.62,3.53,3.53
2013-10-19,9.83,4.62,3.62,3.53,3.53
2013-10-20,9.53,4.64,3.61,3.53,3.53
2013-10-21,9.5,4.64,3.62,3.53,3.53
2013-10-22,9.4,4.68,3.62,3.53,3.53
2013-10-23,9.31,4.68,3.62,3.53,3.53
2013-10-24,9.4,4.67,3.62,3.53,3.53
2013-10-25,9.33,4.7,3.63,3.53,3.53
2013-10-26,9.25,4.74,3.65,3.53,3.53
2013-10-27,9.43,4.76,3.64,3.53,3.54
2013-10-28,9.51,4.74,3.63,3.53,3.54
2013-10-29,9.45,5.04,3.64,3.54,3.55
2013-10-30,9.2,5.15,3.63,3.53,3.56
2013-10-31,9.06,5.27,3.65,3.53,3.55
2013-11-01,8.81,5.3,3.65,3.53,3.55
2013-11-02,8.65,5.28,3.64,3.53,3.56
2013-11-03,8.66,5.31,3.64,3.53,3.56
2013-11-04,8.53,5.31,3.64,3.54,3.56
2013-11-05,8.35,5.64,3.64,3.54,3.56
2013-11-06,8.26,5.71,3.64,3.54,3.56
2013-11-07,8.16,5.83,3.64,3.54,3.56
2013-11-08,8.06,5.86,3.64,3.55,3.56
2013-11-09,7.92,5.93,3.64,3.55,3.56
2013-11-10,7.78,6.04,3.64,3.55,3.56
2013-11-11,7.66,6.22,3.64,3.56,3.56
2013-11-12,7.58,6.29,3.64,3.56,3.56
2013-11-13,7.35,6.67,3.64,3.56,3.56
2013-11-14,7.15,6.79,3.64,3.56,3.56
2013-11-15,6.95,6.71,3.64,3.56,3.56
2013-11-16,6.66,6.93,3.64,3.56,3.56
2013-11-17,6.55,6.87,3.65,3.56,3.56
2013-11-18,6.41,6.65,3.65,3.56,3.56
2013-11-19,6.21,6.34,3.67,3.56,3.56
2013-11-20,6.06,6.39,3.69,3.56,3.56
2013-11-21,6.07,6.35,3.65,3.56,3.56
2013-11-22,6.13,6.34,3.69,3.56,3.56
2013-11-23,6.25,6.37,3.71,3.56,3.56
2013-11-24,6.16,6.37,3.7,3.56,3.56
2013-11-25,5.87,6.19,3.71,3.56,3.56
2013-11-26,5.53,5.85,3.7,3.56,3.56
2013-11-27,5.26,5.54,3.71,3.56,3.56
2013-11-28,5.07,5.32,3.75,3.56,3.56
2013-11-29,4.88,5.18,3.75,3.56,3.57
2013-11-30,4.77,5.07,3.75,3.56,3.57
2013-12-01,4.66,4.94,3.96,3.56,3.58
2013-12-02,4.47,4.75,4.4,3.56,3.58
2013-12-03,4.26,4.54,4.36,3.56,3.58
2013-12-04,4.11,4.37,4.2,3.56,3.58
2013-12-05,4,4.26,4.13,3.64,3.58
2013-12-06,3.8,4.04,3.92,3.81,3.69
2013-12-07,3.46,3.72,3.66,3.67,3.69
2013-12-08,3.15,3.45,3.51,3.64,3.68
2013-12-09,2.81,3.19,3.43,3.58,3.64
2013-12-10,2.49,3.17,3.46,3.55,3.55
2013-12-11,2.6,3.26,3.48,3.56,3.5
2013-12-12,2.6,3.27,3.49,3.53,3.41
2013-12-13,2.52,2.99,3.48,3.45,3.35
2013-12-14,2.51,3.04,3.5,3.4,3.32
2013-12-15,2.32,2.99,3.42,3.33,3.3
2013-12-16,2.39,3.02,3.41,3.31,3.28
2013-12-17,2.33,3,3.43,3.29,3.25
2013-12-18,2.33,3.03,3.42,3.27,3.26
2013-12-19,2.41,3.01,3.38,3.26,3.25
2013-12-20,2.2,2.89,3.3,3.26,3.26
2013-12-21,2.29,2.58,3.32,3.23,3.26
2013-12-22,2.24,2.63,3.32,3.24,3.26
2013-12-23,2.32,2.65,3.31,3.24,3.26
2013-12-24,2.32,2.67,3.31,3.24,3.26
2013-12-25,2.29,2.66,3.31,3.24,3.26
2013-12-26,2.28,2.53,3.29,3.24,3.26
2013-12-27,2.31,2.56,3.28,3.24,3.27
2013-12-28,2.31,2.56,3.27,3.24,3.27
2013-12-29,2.28,2.56,3.26,3.24,3.27
2013-12-30,2.29,2.52,3.25,3.24,3.27
2013-12-31,2.27,2.54,3.26,3.24,3.27
2014-01-01,2.19,2.49,3.25,3.24,3.27
2014-01-02,2.13,2.38,3.24,3.24,3.27
2014-01-03,2.09,2.35,3.23,3.24,3.27
2014-01-04,2.14,2.36,3.24,3.24,3.27
2014-01-05,2.13,2.33,3.24,3.24,3.27
2014-01-06,2.19,2.37,3.24,3.24,3.27
2014-01-07,2.27,2.43,3.22,3.24,3.27
2014-01-08,2.32,2.47,3.23,3.24,3.27
2014-01-09,2.43,2.59,3.21,3.24,3.27
2014-01-10,2.6,2.77,2.94,3.09,3.26
2014-01-11,2.67,2.85,2.77,2.89,3.19
2014-01-12,2.68,2.86,2.79,2.84,3.17
2014-01-13,2.45,2.74,2.73,2.78,3.13
2014-01-14,2.31,2.67,2.73,2.77,3.11
2014-01-15,2.09,2.49,2.73,2.77,3.11
2014-01-16,1.78,2.43,2.73,2.76,3.1
2014-01-17,1.49,2.43,2.72,2.74,3.08
2014-01-18,0.96,2.21,2.72,2.75,3.07
2014-01-19,0.62,2.18,2.71,2.74,3.03
2014-01-20,0.46,2.05,2.71,2.73,3
2014-01-21,0.31,1.78,2.72,2.74,3
2014-01-22,0.3,1.73,2.72,2.77,2.99
2014-01-23,0.43,1.76,2.73,2.77,3
2014-01-24,0.55,1.79,2.73,2.76,3.01
2014-01-25,0.61,1.82,2.73,2.78,3.01
2014-01-26,0.66,1.84,2.73,2.78,3.01
2014-01-27,0.71,1.86,2.73,2.76,3
2014-01-28,0.77,1.9,2.73,2.77,3.02
2014-01-29,0.82,1.92,2.73,2.78,3.03
2014-01-30,0.88,1.94,2.73,2.8,2.99
2014-01-31,0.89,1.93,2.74,2.79,2.99
2014-02-01,0.93,1.95,2.75,2.79,2.94
2014-02-02,0.96,1.97,2.75,2.8,2.94
2014-02-03,1.03,1.99,2.75,2.78,2.96
2014-02-04,1.11,1.99,2.74,2.81,2.97
2014-02-05,1.16,2.03,2.72,2.82,2.97
2014-02-06,1.22,2.07,2.73,2.8,2.96
2014-02-07,1.26,2.06,2.74,2.83,2.96
2014-02-08,1.33,2.08,2.75,2.79,2.95
2014-02-09,1.36,2.11,2.75,2.82,2.95
2014-02-10,1.38,2.12,2.75,2.83,2.94
2014-02-11,1.41,2.14,2.75,2.83,2.93
2014-02-12,1.46,2.15,2.69,2.78,2.91
2014-02-13,1.49,2.19,2.72,2.78,2.89
2014-02-14,1.5,2.23,2.73,2.81,2.88
2014-02-15,1.57,2.25,2.74,2.77,2.86
2014-02-16,1.58,2.25,2.74,2.81,2.88
2014-02-17,1.63,2.27,2.72,2.79,2.88
2014-02-18,1.72,2.34,2.74,2.78,2.89
2014-02-19,1.75,2.39,2.73,2.77,2.88
2014-02-20,1.78,2.42,2.71,2.79,2.87
2014-02-21,1.82,2.45,2.72,2.7,2.87
2014-02-22,1.87,2.5,2.7,2.64,2.86
2014-02-23,1.98,2.55,2.7,2.65,2.86
2014-02-24,2.06,2.56,2.65,2.6,2.85
2014-02-25,2.14,2.58,2.6,2.65,2.85
2014-02-26,2.2,2.61,2.55,2.6,2.84
2014-02-27,2.21,2.49,2.56,2.61,2.84
2014-02-28,2.24,2.4,2.57,2.61,2.83
2014-03-01,2.28,2.42,2.55,2.61,2.83
2014-03-02,2.31,2.44,2.54,2.61,2.83
2014-03-03,2.36,2.48,2.55,2.61,2.83
2014-03-04,2.4,2.54,2.54,2.61,2.82
2014-03-05,2.42,2.57,2.55,2.6,2.82
2014-03-06,2.43,2.59,2.56,2.58,2.82
2014-03-07,2.46,2.62,2.56,2.59,2.82
2014-03-08,2.5,2.65,2.58,2.61,2.82
2014-03-09,2.55,2.69,2.64,2.61,2.81
2014-03-10,2.62,2.77,2.72,2.66,2.82
2014-03-11,2.7,2.84,2.77,2.72,2.82
2014-03-12,2.77,2.92,2.85,2.81,2.82
2014-03-13,2.87,3.03,2.95,2.92,2.82
2014-03-14,2.96,3.12,3.04,3.01,2.84
2014-03-15,2.99,3.17,3.1,3.08,3.01
2014-03-16,3.03,3.2,3.14,3.12,3.09
2014-03-17,3.08,3.23,3.15,3.14,3.07
2014-03-18,3.09,3.25,3.17,3.14,3.04
2014-03-19,3.08,3.26,3.17,3.17,3.14
2014-03-20,3.07,3.27,3.18,3.18,3.13
2014-03-21,3.33,3.4,3.2,3.19,3.15
2014-03-22,3.64,3.56,3.19,3.19,3.17
2014-03-23,3.86,3.7,3.22,3.19,3.17
2014-03-24,3.95,4.05,3.27,3.19,3.18
2014-03-25,3.83,3.96,3.49,3.2,3.19
2014-03-26,3.87,4.05,3.53,3.24,3.21
2014-03-27,4.12,4.13,3.56,3.24,3.22
2014-03-28,4.39,4.34,3.68,3.3,3.23
2014-03-29,4.89,4.39,3.9,3.32,3.25
2014-03-30,5.6,4.38,3.95,3.33,3.25
2014-03-31,6.12,4.4,3.9,3.38,3.28
2014-04-01,6.19,4.46,3.94,3.61,3.36
2014-04-02,6.44,4.48,3.9,3.65,3.43
2014-04-03,6.31,4.46,3.88,3.65,3.5
2014-04-04,6.32,4.44,3.89,3.69,3.57
2014-04-05,6.14,4.45,3.89,3.7,3.61
2014-04-06,6.33,4.59,3.94,3.73,3.67
2014-04-07,6.6,4.59,3.9,3.71,3.67
2014-04-08,7.1,4.64,3.9,3.71,3.67
2014-04-09,7.57,4.6,3.96,3.78,3.73
2014-04-10,7.56,4.61,3.96,3.78,3.74
2014-04-11,7.42,4.66,3.99,3.83,3.78
2014-04-12,7.69,4.67,3.99,3.8,3.77
2014-04-13,7.88,4.66,4,3.82,3.78
2014-04-14,7.98,4.71,3.99,3.83,3.79
2014-04-15,8.2,4.69,3.99,3.83,3.8
2014-04-16,8.14,4.7,3.99,3.83,3.8
2014-04-17,8.55,4.7,4.01,3.84,3.82
2014-04-18,8.71,4.77,4.05,3.86,3.84
2014-04-19,9.42,4.8,4.04,3.86,3.86
2014-04-20,10.27,4.79,4.04,3.89,3.86
2014-04-21,11.16,4.82,4.04,3.88,3.87
2014-04-22,12.21,4.83,4.06,3.92,3.89
2014-04-23,13.94,4.81,4.05,3.9,3.89
2014-04-24,13.75,4.81,4.04,3.9,3.9
2014-04-25,13.73,4.78,4.03,3.9,3.9
2014-04-26,14.33,4.77,4.03,3.9,3.9
2014-04-27,14.4,4.78,4.03,3.9,3.91
2014-04-28,14.37,4.78,4.02,3.9,3.92
2014-04-29,14.9,4.81,4.03,3.9,3.93
2014-04-30,15.49,4.8,4.04,3.92,3.95
2014-05-01,15.67,4.8,4.01,3.93,3.95
2014-05-02,14.89,4.84,4.01,3.94,3.95
2014-05-03,14.28,4.8,3.99,3.95,3.97
2014-05-04,13.56,4.79,3.99,3.95,3.97
2014-05-05,12.95,4.78,3.99,3.97,3.98
2014-05-06,13.09,4.82,3.98,3.98,3.98
2014-05-07,13.23,4.81,3.98,3.98,3.98
2014-05-08,13.69,4.85,3.97,3.99,3.99
2014-05-09,14.31,4.88,3.97,4,4
2014-05-10,14.54,4.87,3.98,4,4
2014-05-11,14.38,4.84,3.97,4.01,4.01
2014-05-12,14.63,4.84,3.99,4.01,4.01
2014-05-13,14.52,4.86,4.04,4.03,4.01
2014-05-14,14.86,4.91,4.03,4.03,4.01
2014-05-15,15.07,4.94,4.05,4.03,4.02
2014-05-16,14.25,4.93,4.08,4.03,4.03
2014-05-17,14.49,4.89,4.08,4.03,4.02
2014-05-18,15.5,4.89,4.05,4.03,4.03
2014-05-19,16.86,4.93,4.05,4.03,4.03
2014-05-20,17.83,4.93,4.05,4.03,4.03
2014-05-21,18.58,4.91,4.05,4.05,4.03
2014-05-22,20.11,4.89,4.05,4.06,4.03
2014-05-23,20.69,4.9,4.07,4.06,4.03
2014-05-24,21.11,4.9,4.1,4.06,4.03
2014-05-25,21.94,4.9,4.08,4.06,4.04
2014-05-26,22.61,4.88,4.07,4.06,4.04
2014-05-27,22.26,4.92,4.05,4.06,4.04
2014-05-28,19.97,4.9,4.05,4.06,4.05
2014-05-29,18.02,4.95,4.05,4.06,4.05
2014-05-30,17.24,4.93,4.05,4.06,4.05
2014-05-31,17.45,4.92,4.05,4.06,4.05
2014-06-01,17.34,4.9,4.05,4.06,4.05
2014-06-02,16.87,4.87,4.05,4.06,4.05
2014-06-03,16.88,4.87,4.05,4.08,4.05
2014-06-04,17.09,4.89,4.05,4.08,4.05
2014-06-05,17.89,4.88,4.05,4.08,4.05
2014-06-06,19,4.91,4.06,4.08,4.06
2014-06-07,19.11,4.92,4.06,4.08,4.06
2014-06-08,20.32,4.92,4.05,4.08,4.06
2014-06-09,20.76,4.9,4.05,4.08,4.06
2014-06-10,21.83,4.93,4.05,4.08,4.06
2014-06-11,22.45,4.93,4.05,4.08,4.06
2014-06-12,22.07,4.97,4.05,4.08,4.06
2014-06-13,20.63,4.96,4.06,4.08,4.06
2014-06-14,19.03,4.96,4.07,4.08,4.06
2014-06-15,18.02,4.98,4.07,4.08,4.06
2014-06-16,18.3,4.97,4.07,4.08,4.06
2014-06-17,18.54,4.99,4.07,4.08,4.06
2014-06-18,18.47,4.99,4.07,4.08,4.06
2014-06-19,18.69,4.99,4.08,4.08,4.06
2014-06-20,18.35,5,4.07,4.08,4.06
2014-06-21,17.8,5,4.07,4.08,4.06
2014-06-22,17.57,5,4.08,4.08,4.06
2014-06-23,17.38,4.99,4.08,4.08,4.06
2014-06-24,17.1,4.98,4.08,4.08,4.06
2014-06-25,17.28,5.01,4.08,4.08,4.06
2014-06-26,17.61,5.01,4.1,4.08,4.06
2014-06-27,18.04,5.04,4.1,4.08,4.06
2014-06-28,18.13,5.04,4.11,4.08,4.06
2014-06-29,18.42,5.03,4.12,4.08,4.06
2014-06-30,18.45,5.04,4.13,4.08,4.06
2014-07-01,18.42,5.05,4.13,4.08,4.06
2014-07-02,18.66,5.05,4.13,4.08,4.06
2014-07-03,18.82,5.05,4.14,4.08,4.06
2014-07-04,19.2,5.07,4.14,4.08,4.06
2014-07-05,19.92,5.09,4.13,4.08,4.06
2014-07-06,20.8,5.12,4.13,4.08,4.06
2014-07-07,21.96,5.13,4.13,4.08,4.06
2014-07-08,22.98,5.13,4.14,4.08,4.06
2014-07-09,23.03,5.13,4.15,4.08,4.06
2014-07-10,23.11,5.16,4.15,4.08,4.06
2014-07-11,22.16,5.14,4.15,4.08,4.06
2014-07-12,20.88,5.14,4.16,4.08,4.06
2014-07-13,20.65,5.14,4.17,4.08,4.06
2014-07-14,20.98,5.14,4.16,4.08,4.06
2014-07-15,22.12,5.15,4.16,4.08,4.06
2014-07-16,22.65,5.17,4.15,4.08,4.06
2014-07-17,23.32,5.15,4.16,4.08,4.07
2014-07-18,23.94,5.16,4.16,4.09,4.08
2014-07-19,23.97,5.17,4.17,4.08,4.08
2014-07-20,24.09,5.18,4.18,4.09,4.08
2014-07-21,23.95,5.19,4.18,4.08,4.08
2014-07-22,23.97,5.21,4.18,4.09,4.08
2014-07-23,23.7,5.22,4.18,4.09,4.08
2014-07-24,23.3,5.21,4.18,4.09,4.08
2014-07-25,23.44,5.23,4.2,4.1,4.08
2014-07-26,24.01,5.23,4.2,4.1,4.08
2014-07-27,24.44,5.22,4.2,4.1,4.08
2014-07-28,24.63,5.24,4.2,4.1,4.08
2014-07-29,24.83,5.24,4.19,4.1,4.08
2014-07-30,24.87,5.23,4.18,4.1,4.08
2014-07-31,24.71,5.24,4.18,4.1,4.08
2014-08-01,24.3,5.24,4.18,4.1,4.08
2014-08-02,24.37,5.27,4.2,4.11,4.08
2014-08-03,24.73,5.29,4.2,4.11,4.08
2014-08-04,24.78,5.31,4.2,4.11,4.08
2014-08-05,24.96,5.31,4.19,4.11,4.08
2014-08-06,24.83,5.3,4.18,4.11,4.08
2014-08-07,24.51,5.29,4.18,4.11,4.08
2014-08-08,24.08,5.31,4.18,4.11,4.08
2014-08-09,23.71,5.33,4.18,4.11,4.08
2014-08-10,23.92,5.34,4.18,4.11,4.08
2014-08-11,24.09,5.35,4.19,4.11,4.08
2014-08-12,23.75,5.35,4.19,4.11,4.08
2014-08-13,23.18,5.33,4.19,4.11,4.08
2014-08-14,22.46,5.37,4.19,4.11,4.08
2014-08-15,21.74,5.37,4.2,4.11,4.08
2014-08-16,21.41,5.37,4.2,4.11,4.08
2014-08-17,20.94,5.38,4.2,4.11,4.08
2014-08-18,20.51,5.37,4.2,4.11,4.08
2014-08-19,20.12,5.38,4.2,4.11,4.08
2014-08-20,19.65,5.39,4.2,4.11,4.08
2014-08-21,19.02,5.4,4.2,4.11,4.08
2014-08-22,18.75,5.41,4.2,4.11,4.08
2014-08-23,18.69,5.43,4.2,4.11,4.08
2014-08-24,18.45,5.42,4.21,4.11,4.08
2014-08-25,17.92,5.42,4.21,4.11,4.08
2014-08-26,17.7,5.43,4.21,4.11,4.09
2014-08-27,17.3,5.45,4.21,4.11,4.09
2014-08-28,17.2,5.44,4.22,4.11,4.09
2014-08-29,17.4,5.46,4.21,4.11,4.09
2014-08-30,17.47,5.5,4.21,4.11,4.1
2014-08-31,17.53,5.49,4.21,4.11,4.11
2014-09-01,17.25,5.5,4.21,4.11,4.11
2014-09-02,17.07,5.5,4.21,4.11,4.11
2014-09-03,16.98,5.5,4.21,4.11,4.11
2014-09-04,17.05,5.53,4.22,4.11,4.11
2014-09-05,17.07,5.53,4.23,4.11,4.11
2014-09-06,17.32,5.56,4.23,4.11,4.11
2014-09-07,17.48,5.57,4.22,4.11,4.11
2014-09-08,17.73,5.57,4.22,4.11,4.11
2014-09-09,18.28,5.57,4.22,4.11,4.11
2014-09-10,18.37,5.59,4.22,4.11,4.11
2014-09-11,18.03,5.57,4.22,4.11,4.11
2014-09-12,18.22,5.59,4.23,4.12,4.11
2014-09-13,18.76,5.62,4.24,4.11,4.11
2014-09-14,18.9,5.61,4.25,4.11,4.11
2014-09-15,18.46,5.64,4.24,4.12,4.11
2014-09-16,18.07,5.64,4.25,4.13,4.11
2014-09-17,17.81,5.64,4.24,4.12,4.11
2014-09-18,17.56,5.63,4.24,4.12,4.11
2014-09-19,17.18,5.63,4.24,4.13,4.11
2014-09-20,17.26,5.64,4.23,4.13,4.11
2014-09-21,17.18,5.65,4.23,4.13,4.11
2014-09-22,17.03,5.64,4.24,4.13,4.11
2014-09-23,16.3,5.64,4.24,4.13,4.11
2014-09-24,15.66,5.64,4.24,4.13,4.11
2014-09-25,15.14,5.66,4.25,4.13,4.11
2014-09-26,14.94,5.68,4.25,4.13,4.11
2014-09-27,14.78,5.67,4.24,4.13,4.11
2014-09-28,14.58,5.71,4.25,4.13,4.11
2014-09-29,14.58,5.69,4.24,4.13,4.11
2014-09-30,14.6,5.72,4.24,4.13,4.11
2014-10-01,14.3,5.73,4.25,4.13,4.11
2014-10-02,14.07,5.73,4.24,4.13,4.11
2014-10-03,13.94,5.73,4.25,4.13,4.11
2014-10-04,13.72,5.74,4.25,4.13,4.11
2014-10-05,13.49,5.76,4.26,4.13,4.11
2014-10-06,12.93,5.77,4.25,4.13,4.11
2014-10-07,12.24,5.78,4.24,4.13,4.11
2014-10-08,11.84,5.81,4.25,4.13,4.11
2014-10-09,11.95,5.83,4.26,4.13,4.11
2014-10-10,12.49,5.84,4.26,4.13,4.11
2014-10-11,12.82,5.91,4.26,4.13,4.11
2014-10-12,12.85,5.94,4.26,4.13,4.12
2014-10-13,12.75,5.92,4.26,4.13,4.13
2014-10-14,12.81,5.96,4.26,4.13,4.13
2014-10-15,12.89,5.95,4.25,4.13,4.13
2014-10-16,12.82,5.97,4.26,4.13,4.13
2014-10-17,12.57,5.99,4.27,4.13,4.13
2014-10-18,12.02,6.03,4.27,4.13,4.13
2014-10-19,11.65,6.04,4.27,4.13,4.13
2014-10-20,11.62,6.07,4.27,4.13,4.13
2014-10-21,11.48,6.09,4.27,4.13,4.13
2014-10-22,11.25,6.13,4.26,4.13,4.13
2014-10-23,10.57,6.17,4.26,4.13,4.13
2014-10-24,9.69,6.32,4.27,4.13,4.13
2014-10-25,8.87,7.16,4.27,4.13,4.13
2014-10-26,8.4,7.9,4.27,4.13,4.13
2014-10-27,8.18,8.05,4.27,4.13,4.13
2014-10-28,8,8.08,4.27,4.13,4.13
2014-10-29,7.72,7.93,4.27,4.13,4.13
2014-10-30,7.54,7.71,4.26,4.13,4.13
2014-10-31,7.52,7.54,4.26,4.13,4.13
